Aprika	Afriko
Newfoundland at Labrador	Novlando kaj Labradoro
2008	2008
Hilagang Kanlurang mga Nasasakupan	Nordokcidentaj Teritorioj
Yukon	Jukonio
2004	2004
Vologda Oblast	Vologda provinco
Wikitravel	Wikitravel
2005	2005
Dragon Ball	Dragon Ball
2006	2006
Nunavut	Nunavuto
2007	2007
Lungsod ng Verona	Verono
1900	1900
1901	1901
François Mitterrand	François Mitterrand
Livy	Tito Livio
Charles de Gaulle	Charles de Gaulle
1902	1902
Lungsod ng Florencia	Florenco
1903	1903
1904	1904
1905	1905
1907	1907
1906	1906
1908	1908
1909	1909
1992	1992
Yellowknife	Yellowknife
1991	1991
1990	1990
1993	1993
Essen, Alemanya	Essen
1994	1994
1995	1995
1996	1996
Republika ng Komi	Komiio
1910	1910
1911	1911
1912	1912
1913	1913
Roseto degli Abruzzi	Roseto degli Abruzzi
1914	1914
1915	1915
1916	1916
1997	1997
1998	1998
Nuremberg	Nurenbergo
1999	1999
1917	1917
1918	1918
Pagkain	Manĝaĵo
Edmonton	Edmontono
Ahas	Serpento
Jacques Chirac	Jacques Chirac
Bilis ng liwanag	Lumrapido
Pakikipagtalik sa pamamagitan ng bibig	Buŝa seksumado
Regina, Saskatchewan	Regina
Victoria, British Columbia	Viktorio
Winnipeg	Vinipego
Totma	Totjma
Halifax, Nova Scotia	Halifakso
Syktyvkar	Siktivkar
Cherepovets	Ĉerepoveco
Lungsod ng Québec	Kebeko
Enero 1	1-a de januaro
Enero 2	2-a de januaro
1920	1920
Enero 3	3-a de januaro
1919	1919
1921	1921
Nenets Autonomous Okrug	Nenecio
1922	1922
Enero 4	4-a de januaro
1923	1923
1924	1924
Naryan-Mar	Narjan-Mar
Riau	Riauo
Sosyalistang Pederatibong Republikang Sobyet ng Rusya	Rusia Soveta Federacia Socialisma Respubliko
Georges Pompidou	Georges Pompidou
Leningrad Oblast	Leningrada provinco
Romulus at Remus	Romulo kaj Remo
Planetang unano	Nanoplanedo
Enero 5	5-a de januaro
Pskov	Pskovo
Pskov Oblast	Pskova provinco
Syzran	Sizranj
Enero 6	6-a de januaro
Lalawigan ng Kapuluan ng Riau	Riau-insuloj
Elektron	Elektrono
Enero 7	7-a de januaro
Enero 8	8-a de januaro
Veliky Novgorod	Velikij Novgorod
Enero 9	9-a de januaro
Novgorod Oblast	Novgoroda provinco
Enero 10	10-a de januaro
Nizhny Novgorod Oblast	Niĵnij-Novgoroda provinco
Enero 11	11-a de januaro
Enero 12	12-a de januaro
Buzz Aldrin	Buzz Aldrin
Scipio Africanus	Skipio Afrika
Enero 13	13-a de januaro
Birmingham	Birmingham
Enero 14	14-a de januaro
Enero 15	15-a de januaro
Enero 16	16-a de januaro
Tom Hanks	Tom Hanks
Enero 17	17-a de januaro
Enero 18	18-a de januaro
Enero 19	19-a de januaro
Enero 20	20-a de januaro
Rebolusyong Industriyal	Industria revolucio
Enero 21	21-a de januaro
Enero 22	22-a de januaro
Enero 23	23-a de januaro
Imperyong Romano	Romia Imperio
Enero 24	24-a de januaro
Enero 25	25-a de januaro
Minsk	Minsko
Enero 26	26-a de januaro
Microsoft	Microsoft
Enero 27	27-a de januaro
Enero 28	28-a de januaro
Enero 29	29-a de januaro
Enero 30	30-a de januaro
Tver	Tverj
Enero 31	31-a de januaro
Tver Oblast	Tverja provinco
Proton	Protono
Disyembre 2	2-a de decembro
Disyembre 1	1-a de decembro
Disyembre 3	3-a de decembro
Disyembre 7	7-a de decembro
Disyembre 5	5-a de decembro
Disyembre 8	8-a de decembro
Disyembre 10	10-a de decembro
Disyembre 6	6-a de decembro
Disyembre 9	9-a de decembro
Pink Floyd	Pink Floyd
Disyembre 4	4-a de decembro
Pebrero 1	1-a de februaro
Pebrero 2	2-a de februaro
Sodium chloride	Natria klorido
Pebrero 3	3-a de februaro
Kurów	Kurów
Pebrero 4	4-a de februaro
Pebrero 5	5-a de februaro
Pebrero 6	6-a de februaro
Pebrero 7	7-a de februaro
Pebrero 8	8-a de februaro
Pebrero 9	9-a de februaro
Pebrero 10	10-a de februaro
Kimika	Kemio
Led Zepellin	Led Zeppelin
Pebrero 14	14-a de februaro
Pebrero 13	13-a de februaro
Pebrero 15	15-a de februaro
Pebrero 11	11-a de februaro
Pebrero 12	12-a de februaro
Smolensk	Smolensk
Pebrero 19	19-a de februaro
Pebrero 17	17-a de februaro
Pebrero 16	16-a de februaro
Pebrero 18	18-a de februaro
Pebrero 20	20-a de februaro
Mapanuring kimika	Analiza kemio
Smolensk Oblast	Smolenska provinco
Neutron	Neŭtrono
69 (posisyong pangpagtatalik)	Sesdeknaŭo (seksa pozicio)
Pebrero 21	21-a de februaro
Pebrero 22	22-a de februaro
Pebrero 23	23-a de februaro
Pebrero 24	24-a de februaro
Pebrero 25	25-a de februaro
Pebrero 26	26-a de februaro
27	27
Pebrero 27	27-a de februaro
Pebrero 28	28-a de februaro
Disyembre 11	11-a de decembro
Pebrero 29	29-a de februaro
Disyembre 12	12-a de decembro
Disyembre 13	13-a de decembro
Disyembre 14	14-a de decembro
Disyembre 15	15-a de decembro
Marso 2	2-a de marto
Marso 3	3-a de marto
Marso 5	5-a de marto
Marso 1	1-a de marto
Marso 7	7-a de marto
Marso 8	8-a de marto
Marso 4	4-a de marto
Marso 10	10-a de marto
Marso 11	11-a de marto
Marso 6	6-a de marto
Marso 13	13-a de marto
Marso 9	9-a de marto
Marso 12	12-a de marto
Marso 15	15-a de marto
Marso 14	14-a de marto
Disyembre 16	16-a de decembro
Disyembre 17	17-a de decembro
Marso 16	16-a de marto
Marso 17	17-a de marto
Marso 18	18-a de marto
Yaroslavl	Jaroslavl
Marso 19	19-a de marto
1989	1989
1988	1988
Marso 20	20-a de marto
1987	1987
1986	1986
1985	1985
1984	1984
Marso 21	21-a de marto
1983	1983
Marso 22	22-a de marto
1982	1982
1981	1981
Disyembre 18	18-a de decembro
1980	1980
Marso 23	23-a de marto
Yaroslavl Oblast	Jaroslavla provinco
Mogadiscio	Mogadiŝo
Disyembre 19	19-a de decembro
Marso 24	24-a de marto
Marso 25	25-a de marto
Disyembre 20	20-a de decembro
Marso 26	26-a de marto
Marso 27	27-a de marto
Marso 28	28-a de marto
Marso 29	29-a de marto
Marso 30	30-a de marto
Marso 31	31-a de marto
Nassau	Nasaŭo (Bahamoj)
Galaksiyang Andromeda	Andromeda galaksio
Sanaa	Sanao
1970	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
1977	1977
1978	1978
1979	1979
1969	1969
Digmaan ng Tatlumpung Taon	Tridekjara milito
Papa Benedicto XVI	Benedikto la 16-a
Abril 15	15-a de aprilo
Abril 13	13-a de aprilo
Abril 12	12-a de aprilo
Abril 14	14-a de aprilo
Abril 11	11-a de aprilo
Abril 10	10-a de aprilo
Abril 8	8-a de aprilo
Abril 9	9-a de aprilo
Abril 7	7-a de aprilo
Abril 6	6-a de aprilo
Abril 5	5-a de aprilo
Abril 4	4-a de aprilo
Abril 3	3-a de aprilo
Abril 1	1-a de aprilo
Abril 2	2-a de aprilo
Teleskopyong Pangkalawakang Hubble	Kosmoteleskopo Hubble
Abril 16	16-a de aprilo
Abril 17	17-a de aprilo
Abril 18	18-a de aprilo
Abril 19	19-a de aprilo
Abril 20	20-a de aprilo
Abril 21	21-a de aprilo
Abril 22	22-a de aprilo
Abril 23	23-a de aprilo
Abril 24	24-a de aprilo
Gerhard Schröder	Gerhard Schröder
Abril 25	25-a de aprilo
Abril 26	26-a de aprilo
Abril 27	27-a de aprilo
Abril 28	28-a de aprilo
Abril 29	29-a de aprilo
Abril 30	30-a de aprilo
Likas na satelayt	Natura satelito
Joachim Gauck	Joachim Gauck
Christian Wulff	Christian Wulff
Horst Köhler	Horst Köhler
Mayo 1	1-a de majo
Mayo 2	2-a de majo
Mayo 3	3-a de majo
Mayo 4	4-a de majo
Mayo 5	5-a de majo
Mayo 6	6-a de majo
Mayo 7	7-a de majo
Mayo 8	8-a de majo
Mayo 9	9-a de majo
Mayo 10	10-a de majo
Mayo 11	11-a de majo
Mayo 12	12-a de majo
Mayo 13	13-a de majo
Mayo 14	14-a de majo
Mayo 15	15-a de majo
Titan (buwan)	Titano (luno)
Mayo 16	16-a de majo
Mayo 17	17-a de majo
Mayo 18	18-a de majo
Mayo 19	19-a de majo
Mayo 20	20-a de majo
Mayo 21	21-a de majo
Mayo 22	22-a de majo
Mayo 23	23-a de majo
Mayo 24	24-a de majo
Mayo 25	25-a de majo
Mayo 26	26-a de majo
Mayo 27	27-a de majo
Mayo 28	28-a de majo
Mayo 29	29-a de majo
Mayo 30	30-a de majo
Mayo 31	31-a de majo
Kostroma	Kostroma
Kostroma Oblast	Kostroma provinco
Paul McCartney	Paul McCartney
Disyembre 21	21-a de decembro
Papa Pio XII	Pio la 12-a
Hunyo 14	14-a de junio
Hunyo 15	15-a de junio
Hunyo 13	13-a de junio
Hunyo 10	10-a de junio
Hunyo 7	7-a de junio
Hunyo 11	11-a de junio
Hunyo 9	9-a de junio
Hunyo 12	12-a de junio
Hunyo 6	6-a de junio
Hunyo 8	8-a de junio
Hunyo 5	5-a de junio
Hunyo 3	3-a de junio
Hunyo 2	2-a de junio
Hunyo 1	1-a de junio
Hunyo 4	4-a de junio
Ivanovo	Ivanovo
Ringo Starr	Ringo Starr
Napoli (lungsod)	Napolo
Disyembre 22	22-a de decembro
10 Hygiea	10 Higio
George Harrison	George Harrison
1968	1968
1967	1967
1966	1966
1965	1965
1964	1964
Hunyo 16	16-a de junio
Ivanovo Oblast	Ivanova provinco
Lungsod ng Palermo	Palermo
Hunyo 30	30-a de junio
Hunyo 29	29-a de junio
Hunyo 28	28-a de junio
Hunyo 26	26-a de junio
Hunyo 25	25-a de junio
Hunyo 22	22-a de junio
Hunyo 27	27-a de junio
Hunyo 24	24-a de junio
Hunyo 20	20-a de junio
Hunyo 23	23-a de junio
Hunyo 19	19-a de junio
Hunyo 18	18-a de junio
Hunyo 21	21-a de junio
Hunyo 17	17-a de junio
Disyembre 23	23-a de decembro
Wilhelm II, Emperador ng Alemanya	Vilhelmo la 2-a (Germana Regno)
Bruce Willis	Bruce Willis
Vladimir	Vladimir (urbo)
Arnold Schwarzenegger	Arnold Schwarzenegger
Hulyo 15	15-a de julio
Hulyo 13	13-a de julio
Hulyo 12	12-a de julio
Hulyo 10	10-a de julio
Hulyo 9	9-a de julio
Hulyo 14	14-a de julio
Hulyo 8	8-a de julio
Hulyo 7	7-a de julio
Hulyo 6	6-a de julio
Hulyo 5	5-a de julio
Hulyo 2	2-a de julio
Hulyo 4	4-a de julio
Hulyo 3	3-a de julio
Hulyo 1	1-a de julio
Hulyo 11	11-a de julio
Vladimir Oblast	Vladimira provinco
Disyembre 24	24-a de decembro
Hulyo 31	31-a de julio
Hulyo 30	30-a de julio
Hulyo 29	29-a de julio
Hulyo 28	28-a de julio
Hulyo 27	27-a de julio
Hulyo 25	25-a de julio
Hulyo 24	24-a de julio
Hulyo 23	23-a de julio
Hulyo 26	26-a de julio
Hulyo 22	22-a de julio
Hulyo 19	19-a de julio
Hulyo 21	21-a de julio
Hulyo 20	20-a de julio
Hulyo 17	17-a de julio
Hulyo 18	18-a de julio
Hulyo 16	16-a de julio
Futbol	Futbalo
Disyembre 25	25-a de decembro
Ryazan	Rjazan
Lungsod ng Siena	Sieno
Ryazan Oblast	Rjazanja provinco
1963	1963
Urbino	Urbino
Disyembre 26	26-a de decembro
Holocaust	Holokaŭsto
1962	1962
IPhone	IPhone
Tula, Russia	Tula (Rusio)
Agosto 14	14-a de aŭgusto
Agosto 15	15-a de aŭgusto
Agosto 13	13-a de aŭgusto
Agosto 12	12-a de aŭgusto
Agosto 11	11-a de aŭgusto
Agosto 10	10-a de aŭgusto
Agosto 8	8-a de aŭgusto
Agosto 7	7-a de aŭgusto
Agosto 9	9-a de aŭgusto
Agosto 5	5-a de aŭgusto
Agosto 4	4-a de aŭgusto
Agosto 2	2-a de aŭgusto
Agosto 3	3-a de aŭgusto
Agosto 6	6-a de aŭgusto
Agosto 1	1-a de aŭgusto
Geronimo	Geronimo
Tula Oblast	Tula provinco
Magkapatid na Grimm	Fratoj Grimm
Disyembre 27	27-a de decembro
Bryansk	Brjansk
Madrid	Madrido
Elton John	Elton John
Bryansk Oblast	Brjanska provinco
Submarino	Submarŝipo
Agosto 16	16-a de aŭgusto
Coca-Cola	Koka-kolao
Agosto 29	29-a de aŭgusto
Agosto 28	28-a de aŭgusto
Agosto 30	30-a de aŭgusto
Agosto 25	25-a de aŭgusto
Agosto 26	26-a de aŭgusto
Agosto 23	23-a de aŭgusto
Agosto 27	27-a de aŭgusto
Agosto 21	21-a de aŭgusto
Agosto 20	20-a de aŭgusto
Agosto 24	24-a de aŭgusto
Agosto 18	18-a de aŭgusto
Agosto 17	17-a de aŭgusto
Agosto 22	22-a de aŭgusto
Agosto 19	19-a de aŭgusto
Agosto 31	31-a de aŭgusto
Michael Jackson	Michael Jackson
Disyembre 28	28-a de decembro
Kaluga	Kaluga
Trangkaso	Gripo
Bogotá	Bogoto
Kaluga Oblast	Kaluga provinco
Brasilia	Braziljo
Marijuana	Mariĥuano
Setyembre 15	15-a de septembro
Setyembre 14	14-a de septembro
Setyembre 13	13-a de septembro
Setyembre 12	12-a de septembro
Setyembre 8	8-a de septembro
Setyembre 11	11-a de septembro
Setyembre 7	7-a de septembro
Setyembre 10	10-a de septembro
Setyembre 5	5-a de septembro
Setyembre 4	4-a de septembro
Setyembre 9	9-a de septembro
Setyembre 2	2-a de septembro
Setyembre 6	6-a de septembro
Setyembre 1	1-a de septembro
Setyembre 3	3-a de septembro
Disyembre 29	29-a de decembro
Alaksandr Łukašenka	Aleksandro Lukaŝenko
Lungsod ng Lima	Limo
Analisis ng pangunahing bahagi	Analizo al precipaj konsisteroj
Setyembre 30	30-a de septembro
Setyembre 29	29-a de septembro
Setyembre 28	28-a de septembro
Setyembre 27	27-a de septembro
Setyembre 26	26-a de septembro
Setyembre 25	25-a de septembro
Santiago, Tsile	Santiago de Ĉilio
Setyembre 23	23-a de septembro
Setyembre 22	22-a de septembro
Setyembre 24	24-a de septembro
Setyembre 21	21-a de septembro
Setyembre 20	20-a de septembro
Setyembre 18	18-a de septembro
Setyembre 17	17-a de septembro
Sosyalistang Republikang Sobyetikang ng Belorusya	Belorusa Soveta Socialisma Respubliko
Setyembre 19	19-a de septembro
Setyembre 16	16-a de septembro
Quito	Kito
Disyembre 30	30-a de decembro
Sucre	Sukro
Disyembre 31	31-a de decembro
Oktubre 1	1-a de oktobro
Oktubre 15	15-a de oktobro
Oktubre 12	12-a de oktobro
Oktubre 10	10-a de oktobro
Oktubre 14	14-a de oktobro
Oktubre 9	9-a de oktobro
Oktubre 8	8-a de oktobro
Oktubre 13	13-a de oktobro
Oktubre 7	7-a de oktobro
Oktubre 11	11-a de oktobro
Oktubre 6	6-a de oktobro
Oktubre 4	4-a de oktobro
Oktubre 5	5-a de oktobro
Oktubre 3	3-a de oktobro
Oktubre 2	2-a de oktobro
Asuncion	Asunciono
Kambing	Hejma kapro
Palasyo ng Bersalyes	Kastelo de Versailles
Oktubre 31	31-a de oktobro
Oktubre 30	30-a de oktobro
Oktubre 29	29-a de oktobro
Oktubre 28	28-a de oktobro
Oktubre 26	26-a de oktobro
Oktubre 25	25-a de oktobro
Oktubre 24	24-a de oktobro
Oktubre 27	27-a de oktobro
Oktubre 22	22-a de oktobro
Oktubre 23	23-a de oktobro
Oktubre 20	20-a de oktobro
Oktubre 21	21-a de oktobro
Oktubre 19	19-a de oktobro
Oktubre 17	17-a de oktobro
Oktubre 16	16-a de oktobro
Oktubre 18	18-a de oktobro
Katedral	Katedralo
Kalayaan	Libereco
Nobyembre 15	15-a de novembro
Nobyembre 14	14-a de novembro
Nobyembre 13	13-a de novembro
Nobyembre 12	12-a de novembro
Nobyembre 11	11-a de novembro
Nobyembre 10	10-a de novembro
Nobyembre 7	7-a de novembro
Nobyembre 8	8-a de novembro
Nobyembre 9	9-a de novembro
Nobyembre 6	6-a de novembro
Nobyembre 5	5-a de novembro
Nobyembre 4	4-a de novembro
Nobyembre 3	3-a de novembro
Nobyembre 2	2-a de novembro
Nobyembre 1	1-a de novembro
Amy Johnson	Amy Johnson
Paramaribo	Paramaribo
2 Pallas	2 Palaso
3 Juno	3 Junono
ICarly	ICarly
Nobyembre 30	30-a de novembro
Nobyembre 29	29-a de novembro
Nobyembre 28	28-a de novembro
Nobyembre 27	27-a de novembro
Nobyembre 26	26-a de novembro
Nobyembre 25	25-a de novembro
Nobyembre 23	23-a de novembro
Nobyembre 24	24-a de novembro
Nobyembre 21	21-a de novembro
Nobyembre 20	20-a de novembro
Nobyembre 22	22-a de novembro
Nobyembre 19	19-a de novembro
Nobyembre 18	18-a de novembro
Nobyembre 17	17-a de novembro
Nobyembre 16	16-a de novembro
4 Vesta	4 Vesto
Katmandu	Katmanduo
Belmopan	Belmopano
Carlomagno	Karolo la Granda
San José, Costa Rica	San-Joseo (Kostariko)
San Salvador	San-Salvadoro
Canberra	Kanbero
Io (buwan)	Ioo (luno)
Oryol Oblast	Orjola provinco
Sydney	Sidnejo
Lunti	Verdo
Callisto (buwan)	Kalisto (luno)
Melbourne	Melburno
Pula	Ruĝa
Europa (buwan)	Eŭropo (luno)
Muon	Muono
Kursk	Kursk
Ganymede (buwan)	Ganimedo (luno)
Kursk Oblast	Kurska provinco
Perth, Kanlurang Australya	Perto
Apoy	Fajro
Photon	Fotono
Kanlurang Australya	Okcidenta Aŭstralio
New South Wales	Novsudkimrio
Positron	Pozitrono
Hilagang Teritoryo	Norda Teritorio
Tegucigalpa	Tegucigalpo
Amalthea (buwan)	Amalteo (luno)
Brione (TN)	Brione (TN)
Managua	Managvo
Lardaro	Lardaro
Gluon	Gluono
Charles Martel	Karolo Martelo
Enceladus (buwan)	Encelado (luno)
Lungsod ng Panama	Panamurbo
Titania (buwan)	Titanjo (luno)
Belgorod	Belgorodo
Lourdes	Lourdes
Belgorod Oblast	Belgoroda provinco
George Orwell	George Orwell
Umbriel (buwan)	Umbrielo (luno)
Ariel (buwan)	Arielo (luno)
Amelia Earhart	Amelia Earhart
Antiochus IV Epiphanes	Antioĥo la 4-a Epifano
Triton (buwan)	Tritono (luno)
Aosta	Aosto
Ilog Nilo	Nilo
Hinuhang pangnebula	Suna nebulozo
Sirius	Siriuso
Voronezh	Voroneĵ
Lungsod ng Perugia	Peruĝo
Voronezh Oblast	Voroneĵa provinco
Volpara	Volpara
L’Aquila (lungsod)	La-Aglo
Lipetsk	Lipeck
Sumatra	Sumatro
Campobasso	Kampobaso
Massimeno	Massimeno
Grauno	Grauno (Italio)
Ilog Congo	Kongo (rivero)
Sagron Mis	Sagron Mis
Pietraferrazzana	Pietraferrazzana
Lipetsk Oblast	Lipecka provinco
Fallo	Fallo
Roio del Sangro	Roio del Sangro
Tambov	Tambov
Tambov Oblast	Tambova provinco
Rabat	Rabato
Kometa	Kometo
Montelapiano	Montelapiano
Arhel	Alĝero
Montebello sul Sangro	Montebello sul Sangro
Monteferrante	Monteferrante
Tunis	Tunizo
Rostov Oblast	Rostova provinco
Kategorya:Image namespace templates	Kategorio:Ŝablonoj por bildoj
Tripoli	Tripolo
Silangang Haba	Orienta Javo
Mga comune ng Lalawigan ng Pavia	Canevino
Velezzo Lomellina	Velezzo Lomellina
Rocca de' Giorgi	Rocca de' Giorgi
Villa Biscossi	Villa Biscossi
Calvignano	Calvignano
Lungsod ng Djibouti	Ĝibuto
Antofagasta	Antofagasta (urbo)
Teherán	Teherano
Adis Abeba	Adis-Abebo
Jakarta	Ĝakarto
Verbania	Verbania
Ankara	Ankaro
Asmara	Asmaro
Krasnodar	Krasnodar
NDjamena	Nĵameno
Niamey	Niameo
Krasnodar Krai	Krasnodara regiono
Nouakchott	Nuakŝoto
Riad	Riado
1961	1961
Bamako	Bamako
Talampakan (yunit)	Futo
Belgrado	Beogrado
Dakar	Dakaro
Kanlurang Haba	Okcidenta Javo
Banjul	Banĵulo
Conakry	Konakrio
Adygea	Adigeio
Bissau	Bisaŭo
Kategorya:Mga suleras sa Wikipedia	Kategorio:Vikipedio:Ŝablonoj
Monrovia	Monrovio
Praia	Prajo
Maykop	Majkop
1960	1960
Java (pulo)	Javo
Kategorya:Wikipedia template categories	Kategorio:Ŝablono:laŭ temo
Accra	Akrao
Damasko	Damasko
Yamoussoukro	Jamusukro
Ouagadougou	Uagaduguo
Freetown	Fritaŭno
Ilog Amasona	Amazono (rivero)
Abuja	Abuĝo
Lomé	Lomeo
Kalimantan	Kalimantano
Porto-Novo	Porto-Novo
Aman	Amano
Jaunde	Jaundeo
Kategorya:Sports templates	Kategorio:Ŝablono:Sporto
Selebes	Sulaveso
Malabo	Malabo
Volgograd Oblast	Volgograda provinco
Beirut	Bejruto
Libreville	Librevilo
Maskate	Maskato
Kapuluang Maluku	Molukoj
Bangui	Bango
Kinshasa	Kinŝaso
Brazzaville	Brazavilo
Bujumbura	Buĵumburo
Nicosia	Nikozio
Kigali	Kigalo
Doha	Doho
Asteroyd	Asteroido
Dodoma	Dodomao
Nairobi	Najrobo
Lilongwe	Lilongvo
Lusaka	Lusako
Manama	Manamo
Eklipse ng araw	Suna eklipso
Maputo	Maputo
Kampala	Kampalo
Luanda	Luando
Moroni, Komoros	Moronio
Mbabane	Mbabano
Galicia (Espanya)	Galegio
Maseru	Maseruo
Paaralan	Lernejo
Antananarivo	Antananarivo
Pamantasan	Universitato
Gaborone	Gaberono
Harare	Harareo
Grace Kelly	Grace Kelly
Pretoria	Pretorio
Astrakhan	Astraĥano
Port Louis	Port-Luiso
Pingpong	Tabloteniso
San Tomas	Sao-Tomeo
Asturias (Espanya)	Asturio
Windhoek	Vindhuko
Supernoba	Supernovao
Wikipedia:Sanayan	Vikipedio:Provejo
Victoria, Seychelles	Viktorio (Sejŝeloj)
Astrakhan Oblast	Astraĥana provinco
Lokal na pangkat	Loka Grupo
Wikipedia:Maligayang pagdating!	Vikipedio:Bonvenon al Vikipedio
Cantabria	Kantabrio
Tahanan	Domo
Kalmykia	Kalmukio
Neubrandenburg	Neubrandenburg
Hardware (kompyuter)	Aparataro
Alhebra	Algebro
Power supply unit (kompyuter)	Kurentprovizo
Elista	Elista
Bayang Basko	Eŭska Aŭtonoma Komunumo
Anatomiya ng tao	Homa anatomio
Mapa	Mapo
Nafarroa	Navaro
Ilog	Rivero
Duke Ellington	Duke Ellington
Osasco	Osasco (San-Paŭlo)
Aragón	Aragono
36 BC	-36
20 BC	-20
40 BC	-40
39 BC	-39
37 BC	-37
Eschweiler	Eschweiler
22 BC	-22
Amonya	Amoniako
38 BC	-38
Fujairah	Fuĵajro
Glasgow	Glasgovo
28 BC	-28
Pion	Piono
18 BC	-18
15 BC	-15
33 BC	-33
30 BK	-30
12 BC	-12
Ligiran	Orbito
Paliparan ng Dong Hoi	Flughaveno Dong Hoi
Kalawakan	Ekstertero
45 BC	-45
Wetzlar	Veclaro
46 BC	-46
Autobiograpiya	Aŭtobiografio
41 BC	-41
49 BC	-49
42 BC	-42
25 BC	-25
47 BC	-47
10 BK	-10
Daksipat	Teleskopo
Kategorya:Kasaysayan ng Malaysia	Kategorio:Historio de Malajzio
Miley Cyrus	Miley Cyrus
Kategorya:Kasaysayan ng Benin	Kategorio:Historio de Benino
Motherboard	Ĉeftabulo
Kategorya:Kasaysayan ng Bhutan	Kategorio:Historio de Butano
Kategorya:Lutuing Griyego	Kategorio:Greka kuirarto
Primorsky Krai	Ĉemara Regiono
Kategorya:Kasaysayan ng Arabyang Saudi	Kategorio:Historio de Sauda Arabio
Kategorya:Kasaysayan ng Indonesya	Kategorio:Historio de Indonezio
Barefoot Gen	Nudpieda Gen
Kategorya:Kasaysayan ng Taiwan	Kategorio:Historio de Tajvano
Curitiba	Kuritibo
Kategorya:Mga lansangan ayon sa bansa	Kategorio:Ŝoseoj laŭ landoj
Pangaea	Pangeo
Kanlurang Aprika	Okcidentafriko
Kategorya:Kasaysayan ng Turkiya	Kategorio:Historio de Turkio
Gubat	Arbaro
Kategorya:Kasaysayan ng Hapon	Kategorio:Historio de Japanio
Kategorya:1888	Kategorio:1888
Zichyújfalu	Zichyújfalu
Hard disk drive	Diskaparato
Papa Pío VIII	Pio la 8-a
Kategorya:Artiodactyla	Kategorio:Parhufuloj
Papa Benedicto XV	Benedikto la 15-a
Khabarovsk	Ĥabarovsk
Kategorya:Bovidae	Kategorio:Bovedoj
Kategorya:Ipinanganak noong 1421	Kategorio:Naskiĝintoj en 1421
Kategorya:Squamata	Kategorio:Skvamuloj
Hukbong dagat	Mararmeo
Lalawigan ng Kotayk	Kotajko
Victorious	Victorious
Kooperatiba	Kooperativo
Kategorya:Lutuing Polako	Kategorio:Pola kuirarto
Kategorya:Lutuing Ukranyano	Kategorio:Ukraina kuirarto
Kategorya:Kasaysayan ng Afghanistan	Kategorio:Historio de Afganio
Kategorya:Kasaysayan ng Biyetnam	Kategorio:Historio de Vjetnamio
Kategorya:Kasaysayan ng Pakistan	Kategorio:Historio de Pakistano
Kategorya:1421	Kategorio:1421
Sean Connery	Sean Connery
Aklat ni Job	Libro de Ijob
Aklat ng mga Kawikaan	Sentencoj de Salomono
Anne Frank	Anne Frank
Confucius	Konfuceo
Sarah Bernhardt	Sarah Bernhardt
Kategorya:Kasaysayan ng Irak	Kategorio:Historio de Irako
Marilyn Monroe	Marilyn Monroe
Corbin Bleu	Corbin Bleu
Karnabal	Karnavalo
Kategorya:Matematika	Kategorio:Matematiko
Kategorya:Kasaysayan ng Mongolia	Kategorio:Historio de Mongolio
Kapuluang Peroe	Ferooj
Surat	Surat
Kategorya:Kasaysayan ng India	Kategorio:Historio de Barato
Mohamed Morsi	Mohamed Mursi
Barbra Streisand	Barbra Streisand
Kategorya:Kasaysayan ng Pilipinas	Kategorio:Historio de la Filipinoj
Bali, Indonesya	Balio
Hupiter (mitolohiya)	Jupitero (dio)
Sherlock Holmes	Sherlock Holmes
107 BK	-107
Renasimiyento	Renesanco
143 BC	-143
Dukado ng Borgonya	Duklando Burgonjo
126 BC	-126
116 BC	-116
136 BC	-136
113 BK	-113
Pugad	Nesto
140 BC	-140
Kategorya:Gruiformes	Kategorio:Gruoformaj
150 BC	-150
Kategorya:Ipinanganak noong 1888	Kategorio:Naskiĝintoj en 1888
130 BC	-130
1488	1488
Kategorya:Kasaysayan ng Iran	Kategorio:Historio de Irano
Kategorya:Kasaysayan ng Singapore	Kategorio:Historio de Singapuro
Euro	Eŭro
Dolyar ng Estados Unidos	Usona dolaro
Dagat Mediteraneo	Mediteraneo
Kategorya:Stub (Pinlandiya)	Kategorio:Ĝermoj pri Finnlando
Republika ng Venezia	Venecia respubliko
Kategorya:Heograpiya ng New Zealand	Kategorio:Geografio de Nov-Zelando
Hangzhou	Hangĝoŭo
Villabate	Villabate
Aliminusa	Aliminusa
Valledolmo	Valledolmo
San Cipirello	San Cipirello
Blufi	Blufi
Herman Melville	Herman Melville
Kristiyanismo	Kristanismo
1004	1004
Garona	Garono
Seattle, Washington	Seattle
Pader ng Berlin	Berlina muro
Ilog Ganges	Gango
Palay	Rizo
Baltimore, Maryland	Baltimore (Marilando)
Nadym	Nadim
Celine Dion	Céline Dion
Kontinente	Kontinento
Padron:ALA	Ŝablono:ALA
Adelaide	Adelajdo
Ibon	Birdoj
Dagestan	Dagestano
Kabisera	Ĉefurbo
Monzón	Monzono
Padron:Islam	Ŝablono:Islamo
Wikang Portuges	Portugala lingvo
Buwan (panahon)	Monato
Mustafa Kemal Atatürk	Mustafa Kemal Atatürk
Padron:Portada	Ŝablono:Portalo
1948	1948
Bilateria	Duflankulo
Eumetazoa	Histuloj
Nematode	Nematodoj
Chechnya	Ĉeĉenio
1949	1949
