Àfrica	Afriko
Douglas DC-3	Douglas DC-3
Asterisc	Asterisko
Unitat perifèrica de Lacònia	Lakonio
Waziristan	Vaziristano
Mètode Montessori	Montesoria pedagogio
Partit Laborista (Noruega)	Laborista Partio (Norvegio)
Philip Pullman	Philip Pullman
Fugida de cervells	Cerbofuĝo
Inno e Marcia Pontificale	Inno e Marcia Pontificale
Carbonat de sodi	Natria karbonato
Aga Buriàtia	Agina Burjata distrikto
Clyde William Tombaugh	Clyde Tombaugh
L'anell del nibelung	La ringo de la Nibelungo
Norsk Rikskringkasting	NRK
Cebrià de Cartago	Cipriano
Termoparell	Termoparo
Control numèric per ordinador	Perkomputile ciferece stirata
Richard Wright	Richard Wright
Necessitat	Bezono
Termoregulació	Termoregulado
Pepsina	Pepsino
Metro de Praga	Metroo en Prago
Carpe diem	Carpe diem
Escola de Milet	Mileta filozofia skolo
Luna Lovegood	Luna Bonamo
Claude-Adrien Helvétius	Claude Adrien Helvétius
Estator	Statoro
Acords de Dayton	Interkonsento de Dayton
Atalanta (filla de Iasos)	Atalanta
Al·lelopatia	Alelopatio
Al·leluia	Haleluja
Calàbria grossa	Granda kolimbo
Orde Sobirana i Militar de Malta	Malta Ordeno
Bantustan	Bantustano
Apià	Apiano
Joseph Barbera	Joseph Barbera
Lingüística diacrònica	Historio de lingvo
Ionització	Jonigo
Rachel McAdams	Rachel McAdams
Joan de la Creu	Johano de la Kruco
Grup dels Cinc	Kvinopo
Dao	Tao
Galàxia irregular	Malregula galaksio
Acadèmia de la Llengua Hebrea	Akademio de la Hebrea Lingvo
Tribunícia	Tribuno
Catamarà	Katamarano
Província de Gorj	Distrikto Gorj
Òfset	Platpreso
FPGA	Agordebla Matrico de Logikaj Elementoj
Abd-ar-Rahman III	Abd ar-Rahman la 3-a
Magnetar	Magneta stelo
Moodle	Moodle
Epaminondes	Epaminondas
Galàxia nana	Nana galaksio
Terra rara	Rara tero
Coeficient de Poisson	Rilatumo de Poisson
Punt de Lagrange	Punkto de Lagrange
Ruby on Rails	Ruby on Rails
Dècada del 1480	1480-aj jaroj
Perennifoli	Ĉiamverdo
Escanyapolls	Cervoskarabo
Escriptura japonesa	Japanaj skribsistemoj
Cúscuta	Kuskuto
Esperança	Espero (emocio)
Wollemia	Wollemia nobilis
Apofis (mitologia)	Apofiso
Gas lacrimogen	Larmiga gaso
Cagli	Cagli
Sika	Makula cervo
Szabolcs-Szatmár-Bereg	Szabolcs-Szatmár-Bereg
Grua siberiana	Blanka gruo
Somogy	Somogy
Valor propi, vector propi i espai propi	Ejgeno kaj ejgenvektoro
Alum	Aluno
Endorfina	Endorfino
Petita Edat de Gel	Malgranda glacia epoko
Fondue	Fonduo
News of the World (periòdic)	News of the World (gazeto)
S/2000 J 11	S/2000 J 11
Sent Geris	Saint-Gilles-les-Forêts
Discurs	Diskurso
Costa Concordia	Costa Concordia
Alcmena	Alkmeno
Prunus	Prunuso
Regió de Moràvia i Silèsia	Moraviasilezia regiono
Viquipèdia en esperanto	Vikipedio en Esperanto
Calendari hindú	Hinda kalendaro
Carpegna	Carpegna
Fórmula de De Moivre	Formulo de de Moivre
Negació lògica	Logika neo
Mont Camerun	Monto Kameruno
Pontos (mitologia)	Ponto (mitologio)
Eadweard Muybridge	Eadweard Muybridge
Fusell de franctirador	Ekzakta fusilo
Illes Esparses de l'Oceà Índic	Disaj Insuloj en la Hinda Oceano
Vicente Fox Quesada	Vicente Fox Quesada
Funció gamma	Γ-funkcio
Un chien andalou	Un chien andalou
Matt Bellamy	Matthew Bellamy
As	As
Factura	Fakturo
Dànae	Danao
Mikkeli	Mikkeli
Neocolonialisme	Novkoloniismo
La Crosilha (Alta Viena)	La Croisille-sur-Briance
OCLC	Reta Komputila Biblioteka Centro
Dictadura de la Càspia Central	Diktaturo de Centra Kaspio
Rubber Soul	Rubber Soul
Platoon	Platoon
Fossombrone	Fossombrone
Bandera dels Estats Federats de Micronèsia	Flago de la Federacio de Mikronezio
Vile Favart	Villefavard
Multiculturalisme	Multkulturismo
Ègida	Egido
Regle de càlcul	Glitkalkulilo
Extintor	Fajroestingilo
Gat pescador	Fiŝa kato
Comtat de Fermanagh	Fermanagh
PC	PC
Aragua	Aragua (ŝtato)
Ona de xoc	Ŝokondo
Província de Sălaj	Distrikto Sălaj
Vampir (ratpenat)	Vampirvesperto
Massís Septentrional	Centra Masivo
Dinar libi	Libia dinaro
Sent Gençan	Saint-Gence
Col·lèmbol	Vostsaltuloj
Província de Harghita	Distrikto Harghita
Rada Central d'Ucraïna	Ukraina Centra Konsilio
Província de Mureș	Distrikto Mureș
Batalles del Marne	Batalo de la Marno
Dècada del 1490	1490-aj jaroj
Sashimi	Saŝimo
Província Central (Sri Lanka)	Centra Provinco (Srilanko)
Riolita	Riolito
Xamil Bassàiev	Ŝamil Basajev
Peix serra	Segilorajo
Advanced Encryption Standard	AES (kriptado)
Tribunal Suprem	Suverena kortumo
Conflicte del Darfur	Milito en Darfuro
Diagrama de Venn	Venn-a diagramo
Tríglif	Triglifo
Bany	Banĉambro
Siméon Denis Poisson	Siméon-Denis Poisson
Smederevo	Smederevo
Pairilhac	Peyrilhac
Skylab	Skylab
Neretva	Neretva
Districte Federal Central	Centra federacia regiono
Membre (anatomia)	Membro (anatomio)
Famke Janssen	Famke Janssen
Agència Espacial Federal Russa	Roskosmos
Rijksmuseum	Rijksmuseum
Cardiopatia	Kormalsano
Escala major natural	Maĵoro
Diumenge Sagnant (1972)	Sanga dimanĉo (1972)
Bora (vent)	Boreo (vento)
Ciutat d'Autun	Autun
Pétah Tiqvà	Petaĥ Tikva
BDSM	BDSM
Alexandrúpoli	Aleksandropolo
Concili Vaticà I	Unua Vatikana koncilio
Gasela	Gazelo
Charennac	Chéronnac
Permanganat de potassi	Kalia permanganato
Bota	Boto
Dessalinització	Sensaligo
Cortisol	Kortizolo
Història de Turquia	Historio de Turkio
Guerra de Broma	Stranga milito
Alfred Moisiu	Alfred Moisiu
Henri La Fontaine	Henri La Fontaine
Abu-Hanifa an-Numan	Abu Hanifah
Amoni	Amonio
Herba	Herbo
Focus (òptica)	Fokuso (optiko)
Ice Age 2: El desglaç	Ice Age: The Meltdown
Club Brugge Koninklijke Voetbalvereniging	Club Brugge
Carlos Alberto Parreira	Carlos Alberto Parreira
Anzoátegui	Anzoátegui
Beríngia	Beringio
Drassana	Ŝipfarejo
Maximiliano Rodríguez	Maxi Rodríguez
Regió de Vysočina	Regiono Vysočina
Anton Webern	Anton Webern
Estigma (religió)	Stigmato
Mançac	Mainsat
Clima àrid	Arida klimato
Viet Minh	Việt Minh
Dòlar de Singapur	Singapura dolaro
Amadeus	Amadeus
Província de Transvaal	Transvalo
Frascati	Frascati
Transsexualitat	Transsekseco
Estats croats	Krucistaj ŝtatoj
Jim Parsons	Jim Parsons
Orador de Glana	Oradour-sur-Glane
Ruleta	Ruleto
Principi zero de la termodinàmica	Nula leĝo de varmodinamiko
Merkava	Merkava
Ibers	Iberoj
Malacologia	Malakologio
Sissy Spacek	Sissy Spacek
Essència	Esenco
Frontó (arquitectura)	Frontono
Carloman I	Karloman la 1-a
Carl Rogers	Carl Rogers
Peripheral Component Interconnect	PCI
María Estela Martínez de Perón	María Estela Martínez de Perón
Trakai	Trakai
Session Initiation Protocol	Session Initiation Protocol
Vinya	Vito
Adrien-Marie Legendre	Adrien-Marie Legendre
Patricia Neal	Patricia Neal
Giuseppe Peano	Giuseppe Peano
Vi de Porto	Oporto
Sarcasme	Sarkasmo
Jim Henson	Jim Henson
Felip VI d'Espanya	Filipo la 6-a (Hispanio)
Ilulissat	Ilulissat
Jabrelhas las Bòrdas	Jabreilles-les-Bordes
Ambrose Bierce	Ambrose Bierce
Surf de vela	Breta velado
Terratrèmol de Lisboa de 1755	Lisbona tertremo en 1755
Salafisme	Salafismo
Springfield	Springfield
Ànguid	Angvedoj
Manuel Zelaya	Manuel Zelaya
Província de Hrodna	Grodna regiono
Liv Ullmann	Liv Ullmann
Província de Dolj	Distrikto Dolj
15è districte de París	15-a arondismento de Parizo
Corona feroesa	Feroa krono
Paleoclimatologia	Paleoklimatologio
Província de Hunedoara	Distrikto Hunedoara
Cadastre	Katastro
Temperatura de Curie	Curie-punkto
Babel (pel·lícula)	Babel
Estadística de Bose-Einstein	Statistiko de Bose-Einstein
Província de Tulcea	Distrikto Tulcea
Conjunció lògica	Konjunkcio (logiko)
Illa d'Egina	Egino (insulo)
Sent Alec	Saint-Éloi (Creuse)
Gascunya	Gaskonio
Jungla	Ĝangalo
Aqueront	Aĥerono
Vellesa	Maljunaĝo
Metàtesi (lingüística)	Metatezo
Regió de Karlovy Vary	Regiono Karlovy Vary
Rima assonant	Asonanco
Edward Sapir	Edward Sapir
Mallerenga petita	Nigra paruo
Comino	Comino
Agàmid	Agamedoj
Lucrècia Borja	Lucrezia Borgia
Sean Bean	Sean Bean
Estil Imperi	Empiro
Clara d'Assís	Klara el Asizo
Crató	Kratono
Albano Laziale	Albano Laziale
Tona (unitat)	Tuno
Rambouillet	Rambouillet
Jēkabpils	Jēkabpils
Levi Eshkol	Levi Eŝkol
Oca índia	Hinda ansero
Saintes	Saintes
Kanazawa	Kanazaŭa (urbo)
Fàtima (Portugal)	Fátima
Centrifugadora	Centrifugilo
Fabien Barthez	Fabien Barthez
Seta	Sète
Vélez de la Gomera	Roko Vélez de la Gomera
Alberto Aquilani	Alberto Aquilani
Mussol menut	Paserstrigo
Antocerotòpsida	Antocerotoj
Paisatge	Pejzaĝismo
Estat Bolívar	Bolivaro (Venezuelo)
Viquipèdia en txec	Ĉeĥlingva Vikipedio
Falluja	Faluĝa
Estat de Miranda	Miranda (Venezuelo)
Condat de Ganavés	Condat-sur-Ganaveix
Carabobo	Karabobo
Eduí el Bell	Edwy
Sulaymaniyya	Sulajmanija
Manuel I de Portugal	Emanuelo la 1-a (Portugalio)
Síverski Donets	Donec
Rotació de conreus	Kultivciklo
AZ Alkmaar	Alkmaar Zaanstreek
Parell ordenat	Orda duopo
Terratrèmol de Shaanxi	Tertremo en Ŝenŝjio
Bengo	Provinco Bengo
Llicència BSD	Permesiloj de BSD
Peatge	Vojimposto
Regne Mitjà d'Egipte	Meza Imperio de Egiptio
To (lingüística)	Tonlingvo
Ferenc Gyurcsány	Ferenc Gyurcsány
Massospondylus	Massospondylus
Alvèol	Pulma alveolo
Escala pentatònica	Kvintona gamo
Pahang	Pahango
Vaga de fam	Fastostriko
Islandesos	Islandanoj
Fonamentació	Fundamento (konstruado)
Ugarit	Ugarito
Sacarina	Sakarino
Banc Internacional per a la Reconstrucció i el Desenvolupament	IBRD
Gralla de bec groc	Flavbeka montokorvo
Martinet ros	Ralardeo
Agde	Agde
Francis Poulenc	Francis Poulenc
Mausoleu de Lenin	Maŭzoleo de Lenin
Asnières-sur-Seine	Asnières-sur-Seine
Zeppelin (desambiguació)	Zepelino (apartigilo)
Lama	Lamao
Mandala	Mandalo
La Razón	La Razón
Xiangqi	Ĉina ŝako
Arcaishon	Arcachon
Rjev	Rĵev
Zona pelàgica	Pelaga zono
Trogoniforme	Trogonoformaj birdoj
Experiment de Milgram	Milgram-eksperimento
Bellegarde-sur-Valserine	Bellegarde-sur-Valserine
Tadeusz Kościuszko	Tadeusz Kościuszko
Ivan Krilov	Ivan Krilov
Ornitisqui	Ornitiskioj
Melodrama	Melodramo
Districte de Korçë	Distrikto Korçë
Sommelier	Vinisto
Dígraf	Digrafo
Caixer (judaisme)	Koŝera
Scott Joplin	Scott Joplin
Duel	Duelo
Leptis Magna	Leptis Magna
Franc CFA	Afrika franko
Menxevic	Menŝeviko
Ы	Jerio
Paper pintat	Tapeto
Abdullah Öcalan	Abdullah Öcalan
Conjunció (astronomia)	Konjunkcio (astronomio)
Albeca	Alburno
Mena de ferro	Fererco
Duramen	Durameno
Sibèria Occidental	Okcident-Siberia Malaltebenaĵo
Consell d'Assistència Econòmica Mútua	Konsilio de Reciproka Ekonomia Helpo
Reial Acadèmia Sueca de Ciències	Reĝa Sveda Akademio de Sciencoj
Hela	Hel (mitologio)
Cinquena columna	Kvina kolono
Nikolai Karamzín	Nikolaj Karamzin
Heves	Heves
Podíl·lia	Podolio
Tornada	Refreno
Pizza Hut	Pizza Hut
Békés	Békés
Esterilització (microbiologia)	Sterilizo
Antropocentrisme	Antropocentrismo
Tolna	Departemento Tolna
Oca riallera petita	Malgranda ansero
Zerfaliu	Zerfaliu
Luiz Felipe Scolari	Luiz Felipe Scolari
Riu Iguaçú	Rivero Iguazuo
São José dos Campos	São josé dos Campos
M4 Sherman	M4 Sherman
Eva Green	Eva Green
Cadena de desintegració	Disfala vico
Santo André (Brasil)	Santo André (São Paulo)
Província de Teleorman	Distrikto Teleorman
Taco	Tako
Estrep (hípica)	Piedingo
Sonata Arctica	Sonata Arctica
Els contes de Canterbury	The Canterbury Tales
Hidroponia	Hidrokulturo
Província d'Ilfov	Distrikto Ilfov
Grua damisel·la	Fraŭlingruo
Observatori Palomar	Observatorio de la Monto Palomar
Heliòpolis (antic Egipte)	Heliopolo
Э	E (cirila alfabeto)
Penyal d'Alhucemas	Roko Alhucemas
Semion Timoixenko	Semjon Konstantinoviĉ Timoŝenko
Conglomerat	Konglomeraĵo
Aranya (llum)	Lustro
Aleutians	Aleutoj
Hússar	Husaro
Time Warner	Time Warner
Gene Roddenberry	Gene Roddenberry
Província de Mehedinți	Distrikto Mehedinți
Berbera	Berbera (urbo)
Invasió de Bahía de Cochinos	Invado de la Porkogolfeto
Morell xocolater	Blankokula anaso
Egeu (fill de Pandíon)	Egeo (Ateno)
Escut de Montenegro	Blazono de Montenegro
Bandera de Palestina	Flago de Palestino
Pols arterial	Pulso
Gregori de Nissa	Gregorio de Nyssa
Gos dels matolls	Mustelvulpo
Santa Maria del Fiore	Katedralo Santa Maria del Fiore
Segle XXV aC	25-a jarcento a.K.
Apollo 10	Apollo 10
Lucas Cranach el Vell	Lucas Cranach la Maljuna
Illa Perejil	Petrosela insulo
La Ventafocs (pel·lícula de 1950)	Cindrulino (filmo, 1950)
Hendaia	Hendaye
Jim Jarmusch	Jim Jarmusch
Ventimiglia	Ventimiglia
Teatre de l'absurd	Absurda Teatro
Itsukushima	Icukuŝima-Sanktejo
Khmers rojos	Ruĝaj Kmeroj
Anglet	Anglet
Edred	Edred (Anglio)
Carn de porc	Porkaĵo
Viquipèdia en noruec	Norveglingva Vikipedio
Mende	Mende (Francio)
Domenico Cimarosa	Domenico Cimarosa
Apologètica	Apologetiko
Celibat	Senedzeco
Síndrome de Tourette	La Tureta malsano
Nombre ordinal	Ordonombro
Macaco japonès	Japana makako
Audacity	Audacity
Maismac	Meymac
Llei dels gasos ideals	Ekvacio de ideala gaso
ITER	ITER
Martha Washington	Martha Washington
Cameo	Kameo
Agressió	Agreso
Georges Eugène Haussmann	Georges Eugène Haussmann
Monja	Ordena fratino
Comtat de Põlva	Põlvamaa
Esturió beluga	Huzo
Clavicordi	Klavikordo
Mixnà	Miŝno
Remolcador	Trenŝipo
Taoiseach	Taoiseach
Marisa Tomei	Marisa Tomei
Riu Magdalena	Magdalena (rivero)
Dinar	Dinaro
Sulfat d'amoni	Amonia sulfato
CITES	Vaŝingtona Speciprotekta Konvencio
El comte de Montecristo	La grafo de Montekristo
Senta Aulària (Corresa)	Saint-Aulaire (Corrèze)
Khalid Boulahrouz	Khalid Boulahrouz
Tommaso Campanella	Tommaso Campanella
Oyonnax	Oyonnax
Vincenzo Iaquinta	Vincenzo Iaquinta
Premi Tony	Premio Tony
Grup 12 de la taula periòdica	Elemento de grupo 12
Thiago Motta	Thiago Motta
Rakvere	Rakvere
RS-232	RS-232
Unitat perifèrica d'Argòlida	Argolando
Carotenoide	Karotenoido
Franz Lehár	Ferenc Lehár
Mulat	Mulato
Metamfetamina	N-metilamfetamino
Polisèmia	Polisemio
Cadira de rodes	Rulseĝo
Comensalisme	Kunmanĝado
Elements del període 1	Elemento de periodo 1
Exosquelet	Eksoskeleto
Un món feliç	Mirinda Nova Mondo
President de la República francesa	Prezidento de la Respubliko (Francio)
Ignacy Jan Paderewski	Ignacy Jan Paderewski
Aqueus	Aĥajoj
John Edward Gray	John Edward Gray
Gene Wilder	Gene Wilder
Colom migratori	Migrokolombo
Orient Express	Orient-ekspreso
Metro de Madrid	Metroo de Madrido
Sic	Sic
Mòdul elàstic	Modulo de Young
Monument Valley	Monument Valley
Baud	Baŭdo
Nassut	Nazulo
Don Giovanni	Don Giovanni
Nyandú	Amerika reao
Assassinat de Sarajevo	Atenco de Sarajevo
Salvació	Savo
Massacre de Nanquín	Masakro de Nankingo
Cabussó orellut	Orelgrebo
Comtat de Viljandi	Viljandimaa
Bartolomé Esteban Murillo	Bartolomé Esteban Murillo
Filferro d'arç	Pikdrato
Enid Blyton	Enid Blyton
Malenconia	Melankolio
Galàxia lenticular	Lensosimila galaksio
Caribdis	Karibdo
Gastronomia de l'Índia	Barata kuirarto
Eton College	Eton College
Quadrat màgic	Magia kvadrato
Dong	Vjetnama dongo
Codi ATC	ATC-kodo
Steve Harris (músic)	Steve Harris
Instrument de corda fregada	Arĉinstrumento
Oimiakon	Ojmjakon
Crum	Krum
Inconscient	Nekonscio
Hèmera	Hemero
DJ Bobo	DJ BoBo
Admetos de Feres	Admeto
Autoretrat	Memportreto
Yun Chi-ho	Yun Chi-ho
Criogènia	Kriogeniko
Teleologia	Teleologio
Esteban Matías Cambiasso Deleau	Esteban Cambiasso
Districte de Dibër	Distrikto Dibër
Muhàmmad ibn Jarir at-Tabarí	Al-Tabari
Energia solar fotovoltaica	Fotovoltaiko
Manhac (Cruesa)	Magnat-l'Étrange
Ustica	Ustica
Ferradura	Hufumo
Acord Comercial per a la Lluita contra la Falsificació	Anti-Counterfeiting Trade Agreement
Crios	Krejo
Ibrahim Rugova	Ibrahim Rugova
Augita	Aŭgito
Liberdade	Liberdade (distrikto)
Aperitiu	Aperitivo
Valentí de Roma	Valenteno de Terni
Embriofití	Embriofito
Kotka	Kotka
Llenguatge formal	Formala lingvo
Danny Glover	Danny Glover
Pràcrit	Prakrito
Església Ortodoxa de Geòrgia	Kartvela Ortodoksa Eklezio
Bender	Tighina
Procés de Barcelona: Unió per la Mediterrània	Unio por la Mediteraneo
República Socialista Soviètica de Letònia	Latva Soveta Socialisma Respubliko
São José do Rio Preto	São José do Rio Preto
Santa Helena, Ascensió i Tristan da Cunha	Sankta Heleno, Ascension kaj Tristan da Cunha
Aaron Copland	Aaron Copland
Txagos	Ĉagosoj
Grèvol	Ordinara ilekso
Prolactina	Prolaktino
Pentagrama	Notliniaro
Boirina	Brumo
Hidrofília (química)	Hidrofila
Llet de soia	Sojlakto
Wachau	Wachau
Intolerance: Love's Struggle Throughout the Ages	Intolerance
Sri Aurobindo	Sri Aŭrobindo
Cladística	Kladistiko
René Goscinny	René Goscinny
Llac Khövsgöl	Ĥövsgöl
Lòs Cheusaus	Les Grands-Chézeaux
Rob Schneider	Rob Schneider
Katiuixa	Katjuŝa
Netanya	Netanja
Purisme (lingüística)	Lingva purismo
Gat daurat africà	Afrika ora kato
Districte de Jerusalem	Distrikto Jerusalemo
Gat daurat asiàtic	Azia ora kato
Objectiu	Objektivo
Ciudad del Este	Ciudad del Este
Thomas Becket	Thomas Becket
Gadames	Ghadames
Guido d'Arezzo	Guido de Arezzo
Novel·la històrica	Historia romano
Northampton	Northampton
Sent Jauvenç	Saint-Jouvent
Dècada del 1520	1520-aj jaroj
Susan B. Anthony	Susan B. Anthony
Muhàmmad ibn Alí as-Sanussí	Muhamad al-Sanusi
Banc Europeu d'Inversions	Eŭropa Investa Banko
Sella de muntar	Selo
ŠK Slovan Bratislava	ŠK Slovan Bratislava
Yngwie J. Malmsteen	Yngwie J. Malmsteen
Focșani	Focșani
Vaslui	Vaslui
Consum	Konsumo
Mastodont	Mastodonto
Carèlia	Karelio (geografia)
Picòmetre	Pikometro
Pancho Villa	Francisco Villa
Aleksei Nikolàievitx Tolstoi	Aleksej Nikolajeviĉ Tolstoj
Terra del Nord	Norda Lando
Agència de notícies	Novaĵagentejo
Bot (peix)	Molao
Subdivisió administrativa de Rússia	Administra divido de Rusio
Llei de Lenz	Leĝo de Lenz
Filosofia medieval	Filozofio de Mezepoko
Anular (dit)	Ringofingro
Tractat de Karlowitz	Traktato de Karlovic
Tinnitus	Tinito
Pierre Gassendi	Pierre Gassendi
Min	Mino (dio)
Universitat de Carolina del Nord a Chapel Hill	Universitato de Norda Karolino ĉe Chapel Hill
Tinc un somni	Revon havas mi
Pigmalió	Pigmaliono
Comtat de Rapla	Raplamaa
Jethro Tull	Jethro Tull
Matèria primera	Kruda materialo
Hermes Trismegist	Hermeso Trismegisto
Ranieri Mazzilli	Ranieri Mazzilli
Comtat de Valga	Valgamaa
Cassiodor	Kasiodoro
Vença	Vence
Comtat de Tartu	Tartumaa
Policarp d'Esmirna	Polikarpo
Programa Luna	Projekto Luna
Marsilio Ficino	Marsilio Ficino
João Figueiredo	João Baptista Figueiredo
Champigny-sur-Marne	Ĉampinio-ĉe-Marno
Sahelantrop	Toumaï
Ciència militar	Militistiko
Londrina	Londrina
Posició	Situa vektoro
Évry	Évry (Essonne)
Pleura	Pleŭro
Rufus Wainwright	Rufus Wainwright
Partit Comunista de Grècia	Komunista Partio de Grekio
Orestes (mitologia)	Oresto
Rebel·lió dels Taiping	Tajpinga ribelo
Mocador	Naztuko
Riu Volta	Voltao (rivero)
Cal·límac de Cirene	Kalimako de Kireno
Gat margay	Margajo
Anarcocapitalisme	Anarki-kapitalismo
Postal	Poŝtkarto
Étienne Geoffroy Saint-Hilaire	Étienne Geoffroy Saint-Hilaire
Patinatge de velocitat sobre gel	Rapid-sketado
Tripolitana	Tripolio
Begla	Bègles
Domini (matemàtiques)	Fonto-aro
Socialisme utòpic	Utopia socialismo
Desoxiribosa	Desoksiribozo
Radiació de Txerenkov	Ĉerenkov-radiado
Lo Boscat	Le Bouscat
Chick Corea	Chick Corea
Atreu	Atreo
Cianur de potassi	Kali-cianido
Talença	Talence
Telèmac	Telemako
Lemnos	Lemnos
Pèlops	Pelopso
Paolo Uccello	Paolo Uccello
Robben Island	Insulo Robben
Riu Viatka	Vjatka
Datura	Daturo
Doctor de l'Església	Doktoro de eklezio
Dècada del 1530	1530-aj jaroj
Ngô Đình Diệm	Ngô Đình Diệm
Maar	Malprofunda kratero
Pinça	Risorta pinĉilo
Vladimir Horowitz	Vladimir Horowitz
Bergen op Zoom	Bergen op Zoom
Romaji	Japana lingvo per latinaj literoj
Mengistu Haile Mariam	Mengistu Haile Mariam
Xibam	Ŝibam
Jack Ruby	Jack Ruby
Navegació a vela	Velado
Dibuix tècnic	Teknika desegnado
Çatal Hüyük	Çatal Höyük
Mal holandès	Nederlanda malsano
Canari (ocell)	Kanario
Gestió de drets digitals	Digital rights management
Fuerteventura	Fuerteventura
Bipiràmide triangular allargada	Plilongigita triangula dupiramido
Regió de Zlín	Regiono Zlín
Ctesifont	Seleŭkio-Ktesifono
Sent Julian lo Pitit	Saint-Julien-le-Petit
El Dorado	Eldorado
Crònica de Nèstor	Komenca kroniko
DreamWorks SKG	DreamWorks
Sistema límbic	Limba sistemo
Turfan	Turfan
Edmund Strother Phelps	Edmund S. Phelps
Protuberància anular	Cerba ponto
Treball infantil	Infanlaboro
Cérvol aquàtic	Rivera cervo
Ieras	Hyères
Simon Kuznets	Simon Kuznets
Trastorn d'horari	Horzonozo
Viquipèdia en eslovac	Slovaklingva Vikipedio
Serralades Australianes	Granda Disiganta Montaro
Base de dades relacional	Rilata datumbazo
Radiació tèrmica	Termoradiado
Hidrocarbur alifàtic	Alifataj kunmetaĵoj
Oppidum	Opidumo
George Andrew Olah	George A. Olah
Balkars	Balkaroj
Circumscripció electoral	Elektodistrikto
Present (gramàtica)	Prezenco
Ferdinand Foch	Ferdinand Foch
Nogais	Nogajoj
Cripta	Kripto (arkitekturo)
Ostatge	Ostaĝo
The Daily Telegraph	The Daily Telegraph
Tipologia lingüística	Lingva tipologio
Illes Hawaii	Havajaj Insuloj
Mimetisme	Kamuflimito
Carn de bou	Bovaĵo
Passat	Pasinteco
Apol·loni Rodi	Apolono de Rodo
Mioglobina	Mioglobino
Hutu	Hutuoj
Raymond Domenech	Raymond Domenech
El roig i el negre	La Ruĝo kaj la Nigro
Czech Airlines	České aerolinie
Lara Fabian	Lara Fabian
Dendrologia	Dendrologio
Batalla d'Okinawa	Batalo de Okinavo
Dòric	Dorika ordo
Bosc de Białowieża	Arbaro de Białowieża
Manuel Antonio Noriega Moreno	Manuel Noriega
Nick Cave	Nick Cave
Ifigènia	Ifigenia
Leviatan	Levjatano
Ad hoc	Ad hoc
Planta anual	Unujara planto
Malson	Premsonĝo
Paleobotànica	Paleobotaniko
Regió de Moràvia Meridional	Sudmoravia regiono
Drumlin	Drumlino
Regió d'Ústí nad Labem	Regiono Ústí nad Labem
Ilià Frank	Ilja Frank
Rei dels zopilots	Reĝa katarto
