Africa	Afriko
1369 Ostanina	1369 Ostanina
137 Meliboea	137 Melibeo
1370 Hella	1370 Hella
Sava (sanctus)	Sankta Sava
1371 Resi	1371 Resi
1372 Haremari	1372 Haremari
Arcum (Italia)	Arco
1374 Isora	1374 Isora
Petrus Stolypin	Pjotr Stolipin
1375 Alfreda	1375 Alfreda
1376 Michelle	1376 Michelle
1377 Roberbauxa	1377 Roberbauxa
1378 Leonce	1378 Leonce
Princetonia	Princeton (Nov-Ĵerzejo)
1379 Lomonosowa	1379 Lomonosowa
1380 Volodia	1380 Volodia
Valentigney	Valentigney
1381 Danubia	1381 Danubia
1382 Gerti	1382 Gerti
1383 Limburgia	1383 Limburgia
1384 Kniertje	1384 Kniertje
1385 Gelria	1385 Gelria
1386 Storeria	1386 Storeria
1387 Kama	1387 Kama
1388 Aphrodite	1388 Afrodito
1389 Onnie	1389 Onnie
1390 Abastumani	1390 Abastumani
139 Juewa	139 Ĵuevao
Malbodium	Maubeuge
1391 Carelia	1391 Karelio
1392 Pierre	1392 Pierre
1393 Sofala	1393 Sofalo
1394 Algoa	1394 Algoa
1395 Aribeda	1395 Aribeda
1396 Outeniqua	1396 Outeniqua
1397 Umtata	1397 Umtato
1398 Donnera	1398 Donnera
1399 Teneriffa	1399 Tenerifo
1400 Tirela	1400 Tirela
1401 Lavonne	1401 Lavonne
1402 Eri	1402 Eri
1403 Idelsonia	1403 Idelsonia
1404 Ajax	1404 Ajakso
1405 Sibelius	1405 Sibelius
Farnetum	Farnese
1406 Komppa	1406 Komppa
1407 Lindelöf	1407 Lindelöf
1408 Trusanda	1408 Trusanda
1409 Isko	1409 Isko
1410 Margret	1410 Margret
141 Lumen	141 Lumeno
1411 Brauna	1411 Brauna
1412 Lagrula	1412 Lagrula
1413 Roucarie	1413 Roucarie
1414 Jérôme	1414 Jérôme
1415 Malautra	1415 Malautra
1416 Renauxa	1416 Renauxa
1417 Walinskia	1417 Walinskia
1418 Fayeta	1418 Fayeta
1419 Danzig	1419 Danzig
Le Locle (districtus)	Le Locle (distrikto)
142 Polana	142 Polano
1420 Radcliffe	1420 Radcliffe
1421 Esperanto	1421 Esperanto
1422 Strömgrenia	1422 Strömgrenia
1423 Jose	1423 Jose
1424 Sundmania	1424 Sundmania
Álftanes	Álftanes
1425 Tuorla	1425 Tuorla
1426 Riviera	1426 Riviero
1427 Ruvuma	1427 Ruvumo
1428 Mombasa	1428 Mombaso
1429 Pemba	1429 Pembo
1430 Somalia	1430 Somalio
1431 Luanda	1431 Luando
1432 Ethiopia	1432 Etiopio
1433 Geramtina	1433 Geramtina
1434 Margot	1434 Margot
1435 Garlena	1435 Garlena
1436 Salonta	1436 Salonto
1437 Diomedes	1437 Diomedo
1438 Wendeline	1438 Wendeline
1439 Vogtia	1439 Vogtia
1440 Rostia	1440 Rostia
144 Vibilia	144 Vibilio
1442 Corvina	1442 Corvina
1441 Bolyai	1441 Bolyai
1443 Ruppina	1443 Ruppina
1444 Pannonia	1444 Panonio
1445 Konkolya	1445 Konkolya
1446 Sillanpää	1446 Sillanpää
1447 Utra	1447 Utra
1448 Lindbladia	1448 Lindbladia
1449 Virtanen	1449 Virtanen
145 Adeona	145 Adeono
1450 Raimonda	1450 Raimonda
1451 Granö	1451 Granö
1452 Hunnia	1452 Hunnia
1453 Fennia	1453 Fennia
1454 Kalevala	1454 Kalevala
1455 Mitchella	1455 Mitchella
1456 Saldanha	1456 Saldanha
1457 Ankara	1457 Ankaro
1458 Mineura	1458 Mineura
1459 Magnya	1459 Magnya
146 Lucina	146 Lucino
1460 Haltia	1460 Haltia
1461 Jean-Jacques	1461 Jean-Jacques
Zacharias	Zakario
Sherbrooke	Sherbrooke (Kebekio)
1462 Zamenhof	1462 Zamenhof
1463 Nordenmarkia	1463 Nordenmarkia
1464 Armisticia	1464 Armisticia
1465 Autonoma	1465 Autonoma
1466 Mündleria	1466 Mündleria
1467 Mashona	1467 Mashona
Bruno Cremer	Bruno Cremer
1468 Zomba	1468 Zomba
1469 Linzia	1469 Linzia
1470 Carla	1470 Carla
1471 Tornio	1471 Tornio
Ministrantes	Messervanto
1472 Muonio	1472 Muonio
1473 Ounas	1473 Ounas
Zacharias Quinto	Zachary Quinto
1474 Beira	1474 Beira
1475 Yalta	1475 Jalto
1476 Cox	1476 Cox
1477 Bonsdorffia	1477 Bonsdorffia
1478 Vihuri	1478 Vihuri
1479 Inkeri	1479 Inkeri
1480 Aunus	1480 Aunus
148 Gallia	148 Galio
1481 Tübingia	1481 Tübingia
1482 Sebastiana	1482 Sebastiana
1483 Hakoila	1483 Hakoila
1484 Postrema	1484 Postrema
Rametta	Rometta
1485 Isa	1485 Isa
1487 Boda	1487 Boda
1488 Aura	1488 Aura
1489 Attila	1489 Attila
1490 Limpopo	1490 Limpopo
1491 Balduinus	1491 Balduinus
1492 Oppolzer	1492 Oppolzer
1493 Sigrid	1493 Sigrid
1494 Savo	1494 Savo
Eris	Eriso (diino)
1495 Helsinki	1495 Helsinko
1496 Turku	1496 Turku
1497 Tampere	1497 Tampere
1498 Lahti	1498 Lahti
1499 Pori	1499 Pori
150 Nuwa	150 Nuvao
4408 Zlatá Koruna	4408 Zlato Koruno
1500 Jyväskylä	1500 Jyväskylä
Bressicia	Bresto (Belorusio)
1501 Baade	1501 Baade
1502 Arenda	1502 Arenda
1503 Kuopio	1503 Kuopio
Aristarchus Samius	Aristarko el Samoso
1504 Lappeenranta	1504 Lappeenranta
1505 Koranna	1505 Koranna
Zafarana	Zafferana Etnea
1506 Xosa	1506 Koso
1507 Vaasa	1507 Vaasa
1508 Kemi	1508 Kemi
Gazzarolum	Zagarolo
151 Abundantia	151 Abundancio
1510 Charlois	1510 Charlois
1511 Daléra	1511 Daléra
1512 Oulu	1512 Oulu
1513 Mátra	1513 Mátra
1514 Ricouxa	1514 Ricouxa
1515 Perrotin	1515 Perrotin
1516 Henry	1516 Henry
1517 Beograd	1517 Beogrado
1518 Rovaniemi	1518 Rovaniemi
1519 Kajaani	1519 Kajaani
152 Atala	152 Atalo
1520 Imatra	1520 Imatra
1521 Seinäjoki	1521 Seinäjoki
1522 Kokkola	1522 Kokkola
1523 Pieksämäki	1523 Pieksämäki
Iohannes Donne	John Donne
1524 Joensuu	1524 Joensuu
1525 Savonlinna	1525 Savonlinna
1526 Mikkeli	1526 Mikkeli
1527 Malmquista	1527 Malmquista
1528 Conrada	1528 Conrada
1529 Oterma	1529 Oterma
1530 Rantaseppä	1530 Rantaseppä
153 Hilda	153 Hildo
1531 Hartmut	1531 Hartmut
1532 Inari	1532 Inari
1533 Saimaa	1533 Saimaa
1534 Näsi	1534 Näsi
1535 Päijänne	1535 Päijänne
1536 Pielinen	1536 Pielinen
1537 Transylvania	1537 Transilvanio
1538 Detre	1538 Detre
1539 Borrelly	1539 Borrelly
154 Bertha	154 Berto
1540 Kevola	1540 Kevola
1541 Estonia	1541 Estonio
Nadia Boulanger	Nadia Boulanger
1542 Schalén	1542 Schalén
1543 Bourgeois	1543 Bourgeois
1544 Vinterhansenia	1544 Vinterhansenia
1545 Thernöe	1545 Thernöe
1546 Izsák	1546 Izsák
1547 Nele	1547 Nele
1548 Palomaa	1548 Palomaa
1549 Mikko	1549 Mikko
Alexis de Tocqueville	Alexis de Tocqueville
155 Scylla	155 Skilo
1550 Tito	1550 Tito
1551 Argelander	1551 Argelander
1552 Bessel	1552 Bessel
1553 Bauersfelda	1553 Bauersfelda
1554 Yugoslavia	1554 Jugoslavio
1555 Dejan	1555 Dejan
1556 Wingolfia	1556 Wingolfia
1557 Roehla	1557 Roehla
1558 Järnefelt	1558 Järnefelt
1559 Kustaanheimo	1559 Kustaanheimo
1560 Strattonia	1560 Strattonia
156 Xanthippe	156 Ksantipo
1561 Fricke	1561 Fricke
1562 Gondolatsch	1562 Gondolatsch
1563 Noël	1563 Noël
1564 Srbija	1564 Srbija
1565 Lemaître	1565 Lemaître
1566 Icarus	1566 Ikaro
1567 Alikoski	1567 Alikoski
1568 Aisleen	1568 Aisleen
1569 Evita	1569 Evita
1570 Brunonia	1570 Brunonia
157 Dejanira	157 Dejaniro
1571 Cesco	1571 Cesco
1572 Posnania	1572 Posnania
1573 Väisälä	1573 Väisälä
1574 Meyer	1574 Meyer
1575 Winifred	1575 Winifred
1577 Reiss	1577 Reiss
1578 Kirkwood	1578 Kirkwood
Eclipsis	Eklipso
1579 Herrick	1579 Herrick
158 Koronis	158 Koroniso
1580 Betulia	1580 Betulia
1581 Abanderada	1581 Abanderada
1582 Martir	1582 Martir
1583 Antilochus	1583 Antiloko
1584 Fuji	1584 Fuji
1585 Union	1585 Union
1586 Thiele	1586 Thiele
1587 Kahrstedt	1587 Kahrstedt
1588 Descamisada	1588 Descamisada
1589 Fanatica	1589 Fanatica
1590 Tsiolkovskaja	1590 Tsiolkovskaja
159 Aemilia	159 Emilio
1591 Baize	1591 Baize
1592 Mathieu	1592 Mathieu
1593 Fagnes	1593 Fagnes
1594 Danjon	1594 Danjon
1595 Tanga	1595 Tanga
1596 Itzigsohn	1596 Itzigsohn
1597 Laugier	1597 Laugier
1598 Paloque	1598 Paloque
1599 Giomus	1599 Giomus
160 Una	160 Uno
1600 Vyssotsky	1600 Vyssotsky
1601 Patry	1601 Patry
1602 Indiana	1602 Indianao
1603 Neva	1603 Neva
1604 Tombaugh	1604 Tombaugh
1605 Milankovitch	1605 Milankovitch
1606 Jekhovsky	1606 Jekhovsky
1607 Mavis	1607 Mavis
1608 Muñoz	1608 Muñoz
1609 Brenda	1609 Brenda
161 Athor	161 Atoro
1610 Mirnaya	1610 Mirnaya
1611 Beyer	1611 Beyer
1612 Hirose	1612 Hirose
Suberetum	Suvereto
1613 Smiley	1613 Smiley
1614 Goldschmidt	1614 Goldschmidt
1615 Bardwell	1615 Bardwell
1616 Filipoff	1616 Filipoff
1617 Alschmitt	1617 Alschmitt
1618 Dawn	1618 Dawn
1619 Ueta	1619 Ueta
162 Laurentia	162 Laŭrencio
1620 Geographos	1620 Geographos
1621 Druzhba	1621 Druzhba
1622 Chacornac	1622 Chacornac
1623 Vivian	1623 Vivian
1624 Rabe	1624 Rabe
1625 The NORC	1625 The NORC
1626 Sadeya	1626 Sadeya
1627 Ivar	1627 Ivar
1629 Pecker	1629 Pecker
1630 Milet	1630 Milet
1631 Kopff	1631 Kopff
1632 Sieböhme	1632 Sieböhme
1633 Chimay	1633 Chimay
1634 Ndola	1634 Ndola
Lingua Proto-Oceanica	Praoceania lingvo
1635 Bohrmann	1635 Bohrmann
1636 Porter	1636 Porter
Mutezuma II	Moktezumo la 2-a
1637 Swings	1637 Swings
Laval (Quebecum)	Lavalo
1639 Bower	1639 Bower
164 Eva	164 Evo
Laurentius Beria	Lavrentij Berija
1641 Tana	1641 Tana
1642 Hill	1642 Hill
1643 Brown	1643 Brown
1644 Rafita	1644 Rafita
1645 Waterfield	1645 Waterfield
1646 Rosseland	1646 Rosseland
1647 Menelaus	1647 Menelao
1648 Shajna	1648 Shajna
1649 Fabre	1649 Fabre
1650 Heckmann	1650 Heckmann
165 Loreley	165 Lorelejo
1651 Behrens	1651 Behrens
1652 Hergé	1652 Hergé
1653 Yakhontovia	1653 Yakhontovia
1654 Bojeva	1654 Bojeva
1655 Comas Solá	1655 Comas Solá
1656 Suomi	1656 Suomio
Alma (Quebecum)	Alma (Kebekio)
1657 Roemera	1657 Roemera
1658 Innes	1658 Innes
1659 Punkaharju	1659 Punkaharju
166 Rhodope	166 Rodopo
1660 Wood	1660 Wood
1661 Granule	1661 Granule
1662 Hoffmann	1662 Hoffmann
1663 van den Bos	1663 van den Bos
1664 Felix	1664 Felix
1665 Gaby	1665 Gaby
1666 van Gent	1666 van Gent
1667 Pels	1667 Pels
1668 Hanna	1668 Hanna
1669 Dagmar	1669 Dagmar
167 Urda	167 Urdo
1670 Minnaert	1670 Minnaert
1671 Chaika	1671 Chaika
1672 Gezelle	1672 Gezelle
Merdingen	Merdingen
1673 van Houten	1673 van Houten
1674 Groeneveld	1674 Groeneveld
Mons Flavius	Monteflavio
1675 Simonida	1675 Simonida
1676 Kariba	1676 Kariba
1677 Tycho Brahe	1677 Tycho Brahe
1678 Hveen	1678 Hveen
1679 Nevanlinna	1679 Nevanlinna
168 Sibylla	168 Sibilo
1680 Per Brahe	1680 Per Brahe
1681 Steinmetz	1681 Steinmetz
1682 Karel	1682 Karel
1683 Castafiore	1683 Castafiore
1684 Iguassú	1684 Iguacuo
1685 Toro	1685 Toro
1686 De Sitter	1686 De Sitter
1687 Glarona	1687 Glarona
1688 Wilkens	1688 Wilkens
1689 Floris-Jan	1689 Floris-Jan
1690 Mayrhofer	1690 Mayrhofer
Drocae	Dreux
169 Zelia	169 Zelio
1692 Subbotina	1692 Subbotina
1691 Oort	1691 Oort
1693 Hertzsprung	1693 Hertzsprung
1694 Kaiser	1694 Kaiser
Booth Gardner	Booth Gardner
Catharina Kollwitz	Käthe Kollwitz
1695 Walbeck	1695 Walbeck
1696 Nurmela	1696 Nurmela
1697 Koskenniemi	1697 Koskenniemi
1698 Christophe	1698 Christophe
1699 Honkasalo	1699 Honkasalo
17 Thetis	17 Tetiso
Cosplay	Rolkostumado
1700 Zvezdara	1700 Zvezdara
1701 Okavango	1701 Okavango
1702 Kalahari	1702 Kalaharo
1703 Barry	1703 Barry
1704 Wachmann	1704 Wachmann
1705 Tapio	1705 Tapio
1706 Dieckvoss	1706 Dieckvoss
1707 Chantal	1707 Chantal
1708 Pólit	1708 Pólit
1709 Ukraina	1709 Ukraino
1710 Gothard	1710 Gothard
171 Ophelia	171 Ofelio
1711 Sandrine	1711 Sandrine
Alcaeus (mythologia)	Alceo
1713 Bancilhon	1713 Bancilhon
1714 Sy	1714 Sy
1715 Salli	1715 Salli
1717 Arlon	1717 Arlon
1718 Namibia	1718 Namibio
Neymar	Neymar
Astereae	Astereoj
1719 Jens	1719 Jens
Allentown (Pennsilvania)	Allentown (Pensilvanio)
172 Baucis	172 Baŭciso
1720 Niels	1720 Niels
Priene	Priene
1721 Wells	1721 Wells
1722 Goffin	1722 Goffin
Index communium praefecturae Arauris	Komunumoj de Hérault
1724 Vladimir	1724 Vladimir
1725 CrAO	1725 CrAO
1726 Hoffmeister	1726 Hoffmeister
1727 Mette	1727 Mette
1728 Goethe Link	1728 Goethe Link
1729 Beryl	1729 Beryl
1730 Marceline	1730 Marceline
1731 Smuts	1731 Smuts
1732 Heike	1732 Heike
1733 Silke	1733 Silke
1734 Zhongolovich	1734 Zhongolovich
1735 ITA	1735 ITA
Eusebius Pamphili	Eŭsebio de Cezareo
1736 Floirac	1736 Floirac
1737 Severny	1737 Severny
1738 Oosterhoff	1738 Oosterhoff
1739 Meyermann	1739 Meyermann
Iohannes Ockeghem	Johannes Ockeghem
1740 Paavo Nurmi	1740 Paavo Nurmi
174 Phaedra	174 Fedro
1741 Giclas	1741 Giclas
1742 Schaifers	1742 Schaifers
Iosquinus Pratensis	Josquin des Prez
1743 Schmidt	1743 Schmidt
1745 Ferguson	1745 Ferguson
1746 Brouwer	1746 Brouwer
1747 Wright	1747 Wright
Linguae Malayo-Polynesiae	Malajopolinezia lingvaro
1748 Mauderli	1748 Mauderli
1749 Telamon	1749 Telamono
175 Andromache	175 Andromaĥo
1750 Eckert	1750 Eckert
1751 Herget	1751 Herget
1752 van Herk	1752 van Herk
1753 Mieke	1753 Mieke
1754 Cunningham	1754 Cunningham
1755 Lorbach	1755 Lorbach
1756 Giacobini	1756 Giacobini
1757 Porvoo	1757 Porvoo
1758 Naantali	1758 Naantali
1759 Kienle	1759 Kienle
176 Iduna	176 Iduno
1761 Edmondson	1761 Edmondson
1762 Russell	1762 Russell
1763 Williams	1763 Williams
1764 Cogshall	1764 Cogshall
1765 Wrubel	1765 Wrubel
1766 Slipher	1766 Slipher
1767 Lampland	1767 Lampland
Palatium paparum	Papa Palaco de Avinjono
1768 Appenzella	1768 Apencelo
1769 Carlostorres	1769 Carlostorres
Orbis Arabicus	Araba mondo
1770 Schlesinger	1770 Schlesinger
1771 Makover	1771 Makover
1772 Gagarin	1772 Gagarin
1773 Rumpelstilz	1773 Rumpelstilz
1774 Kulikov	1774 Kulikov
1775 Zimmerwald	1775 Zimmerwald
1776 Kuiper	1776 Kuiper
1777 Gehrels	1777 Gehrels
1779 Paraná	1779 Parano
1778 Alfvén	1778 Alfvén
1780 Kippes	1780 Kippes
Fretum Drakeanum	Drake-pasejo
178 Belisana	178 Belisano
1781 Van Biesbroeck	1781 Van Biesbroeck
Scarpa	Cineto Romano
1782 Schneller	1782 Schneller
1783 Albitskij	1783 Albitskij
1784 Benguella	1784 Benguella
1785 Wurm	1785 Wurm
1786 Raahe	1786 Raahe
1787 Chiny	1787 Chiny
Cyprinodontiformes	Dentokarpedoj
1788 Kiess	1788 Kiess
Flumen Delavaria	Delavaro (rivero)
1789 Dobrovolsky	1789 Dobrovolsky
1790 Volkov	1790 Volkov
1791 Patsayev	1791 Patsayev
1792 Reni	1792 Reni
1793 Zoya	1793 Zoya
1794 Finsen	1794 Finsen
Siegfriedus Wagner	Siegfried Wagner
Rota dentata	Dentrado
1795 Woltjer	1795 Woltjer
1796 Riga	1796 Rigo
Flumen Humboldtianum	Humboldta Marfluo
1797 Schaumasse	1797 Schaumasse
1798 Watts	1798 Watts
1799 Koussevitzky	1799 Koussevitzky
Carola Bruni	Carla Bruni
1800 Aguilar	1800 Aguilar
1801 Titicaca	1801 Titikako
1802 Zhang Heng	1802 Zhang Heng
Iacobus Capuzzi	Giacomo Capuzzi
1803 Zwicky	1803 Zwicky
1804 Chebotarev	1804 Chebotarev
1805 Dirikis	1805 Dirikis
1806 Derice	1806 Derice
Didunculus strigirostris	Dentobeka kolombo
1807 Slovakia	1807 Slovakio
1808 Bellerophon	1808 Belerofono
1809 Prometheus	1809 Prometeo
1810 Epimetheus	1810 Epimeteo
1811 Bruwer	1811 Bruwer
1812 Gilgamesh	1812 Gilgamesh
1814 Bach	1814 Bach
1815 Beethoven	1815 Beethoven
1816 Liberia	1816 Liberio
1817 Katanga	1817 Katanga
1818 Brahms	1818 Brahms
1819 Laputa	1819 Laputo
Kandalaxia	Kandalakŝa
1820 Lohmann	1820 Lohmann
182 Elsa	182 Elzo
1822 Waterman	1822 Waterman
1821 Aconcagua	1821 Akonkagvo
1823 Gliese	1823 Gliese
1824 Haworth	1824 Haworth
1825 Klare	1825 Klare
1826 Miller	1826 Miller
1827 Atkinson	1827 Atkinson
1828 Kashirina	1828 Kashirina
Opuntia ficus-indica	Opuntia ficus-indica
1829 Dawson	1829 Dawson
183 Istria	183 Istrio
1830 Pogson	1830 Pogson
3340 Yinhai	3340 Yinhai
1831 Nicholson	1831 Nicholson
1832 Mrkos	1832 Mrkos
Zaisenhausen	Zaisenhausen
1833 Shmakova	1833 Shmakova
1834 Palach	1834 Palach
Universitas Varsoviensis	Universitato de Varsovio
1835 Gajdariya	1835 Gajdariya
1836 Komarov	1836 Komarov
1837 Osita	1837 Osita
1838 Ursa	1838 Ursa
1839 Ragazza	1839 Ragazza
202 Chryseis	202 Krizeiso
184 Dejopeja	184 Dejopejo
1840 Hus	1840 Hus
1841 Masaryk	1841 Masaryk
1842 Hynek	1842 Hynek
Philippus Collins	Phil Collins
1843 Jarmila	1843 Jarmila
1844 Susilva	1844 Susilva
1845 Helewalda	1845 Helewalda
1846 Bengt	1846 Bengt
1847 Stobbe	1847 Stobbe
1848 Delvaux	1848 Delvaux
1849 Kresák	1849 Kresák
185 Eunike	185 Eŭniko
1850 Kohoutek	1850 Kohoutek
1851 Lacroute	1851 Lacroute
1852 Carpenter	1852 Carpenter
1853 McElroy	1853 McElroy
1854 Skvortsov	1854 Skvortsov
1855 Korolev	1855 Korolev
Pisum	Pizo (planto)
Pellitianum	Pellizzano
1856 Růžena	1856 Růžena
1857 Parchomenko	1857 Parchomenko
Canalis Germanicobalticus	Kiela Kanalo
1858 Lobachevskij	1858 Lobachevskij
1859 Kovalevskaya	1859 Kovalevskaya
186 Celuta	186 Celuto
1860 Barbarossa	1860 Barbarossa
Zacynthus	Zakinto
1861 Komenský	1861 Komenský
1863 Antinous	1863 Antinoo
1862 Apollo	1862 Apolono
1864 Daedalus	1864 Dedalo
1865 Cerberus	1865 Cerbero
1866 Sisyphus	1866 Sizifo
Thraces	Trakoj
1867 Deiphobus	1867 Deifobo
Neosolium (urbs)	Banská Bystrica
1868 Thersites	1868 Tersito
1869 Philoctetes	1869 Filokteto
Sankt Blasien	St. Blasien
187 Lamberta	187 Lamberto
1870 Glaukos	1870 Glaŭkoso
Zaladia	Zalavár
1871 Astyanax	1871 Astjanakso
1872 Helenos	1872 Helenoso
1873 Agenor	1873 Agenoro
1874 Kacivelia	1874 Kacivelio
Palatium Apostolicum	Vatikana Palaco
1875 Neruda	1875 Neruda
1876 Napolitania	1876 Napolitania
1877 Marsden	1877 Marsden
1878 Hughes	1878 Hughes
1879 Broederstroom	1879 Broederstroom
188 Menippe	188 Menipo
1880 McCrosky	1880 McCrosky
1881 Shao	1881 Shao
1882 Rauma	1882 Raŭmo
1883 Rimito	1883 Rimito
1884 Skip	1884 Skip
Cargapolis	Kargopol
1885 Herero	1885 Herero
1886 Lowell	1886 Lowell
Zalău	Zalău
1887 Virton	1887 Virton
1888 Zu Chong-Zhi	1888 Zu Chong-Zhi
1889 Pakhmutova	1889 Pakhmutova
1890 Konoshenkova	1890 Konoshenkova
189 Phthia	189 Ftio
1891 Gondola	1891 Gondola
1892 Lucienne	1892 Lucienne
Arapaima gigas	Pirarukuo
1893 Jakoba	1893 Jakoba
Tanaka Giichi	Tanaka Giichi
1894 Haffner	1894 Haffner
1895 Larink	1895 Larink
1896 Beer	1896 Beer
Cassim	Kasimov
Zambana	Zambana
1898 Cowell	1898 Cowell
1899 Crommelin	1899 Crommelin
190 Ismene	190 Ismeno
19 Fortuna	19 Fortuno
1900 Katyusha	1900 Katyusha
1901 Moravia	1901 Moravio
Dativus (grammatica Latina)	Dativo
1902 Shaposhnikov	1902 Shaposhnikov
Albertus VI	Alberto la 6-a (Aŭstrio)
1903 Adzhimushkaj	1903 Adzhimushkaj
Abecedarium Glagoliticum	Glagolico
1904 Massevitch	1904 Massevitch
1905 Ambartsumian	1905 Ambartsumian
Manchurienses	Manĉuroj
1906 Naef	1906 Naef
1907 Rudneva	1907 Rudneva
Paeninsula Italica	Itala duoninsulo
1908 Pobeda	1908 Pobeda
1909 Alekhin	1909 Alekhin
Kemium	Kemj (urbo)
191 Kolga	191 Kolgo
1910 Mikhailov	1910 Mikhailov
Iosephus (patriarcha)	Jozef (filo de Jakob)
1911 Schubart	1911 Schubart
1912 Anubis	1912 Anubo
Convolvulaceae	Konvolvulacoj
Manuscripta Maris Mortui	Manuskriptoj de la Morta Maro
Apiaceae	Apiacoj
1913 Sekanina	1913 Sekanina
1914 Hartbeespoortdam	1914 Hartbeespoortdam
1915 Quetzálcoatl	1915 Kecalkoatlo
Selargius	Selargius
1916 Boreas	1916 Boreo
Ranunculaceae	Ranunkolacoj
1917 Cuyo	1917 Cuyo
Corylus	Avelujo
1918 Aiguillon	1918 Aiguillon
Aegyptologus	Egiptologio
Legumen	Guŝo
1919 Clemence	1919 Clemence
192 Nausikaa	192 Naŭsikao
1920 Sarmiento	1920 Sarmiento
Zamoscia	Zamość
Fagaceae	Fagacoj
Tauthe	Thiamat
1921 Pala	1921 Pala
1922 Zulu	1922 Zuluo
1923 Osiris	1923 Oziriso
1924 Horus	1924 Horuso
Rutaceae	Rutacoj
Cupressaceae	Cipresacoj
Nertschia	Nerĉinsk
1925 Franklin-Adams	1925 Franklin-Adams
1926 Demiddelaer	1926 Demiddelaer
Rosa canina	Hundorozo
1927 Suvanto	1927 Suvanto
1928 Summa	1928 Sumo
Accusativus	Akuzativo
1929 Kollaa	1929 Kollaa
Viola (genus plantarum)	Violo
193 Ambrosia	193 Ambrozio
Sachmis	Seĥmeta
1930 Lucifer	1930 Lucifero
1931 Čapek	1931 Čapek
1932 Jansky	1932 Jansky
Consilium Foederale Germaniae	Federacia Konsilio (Germanio)
1933 Tinchen	1933 Tinchen
1934 Jeffers	1934 Jeffers
1935 Lucerna	1935 Lucerna
1936 Lugano	1936 Lugano
1937 Locarno	1937 Locarno
1938 Lausanna	1938 Laŭzano
Ioannes Bosco	Don Bosco
1939 Loretta	1939 Loretta
194 Prokne	194 Prokno
1940 Whipple	1940 Whipple
Brassica oleracea	Legoma brasiko
1941 Wild	1941 Wild
1943 Anteros	1943 Anteroso
Genetivus	Genitivo
Regnum Francorum	Franka imperio
1944 Günter	1944 Günter
1945 Wesselink	1945 Wesselink
Miriam Makeba	Miriam Makeba
1946 Walraven	1946 Walraven
1947 Iso-Heikkilä	1947 Iso-Heikkila
1948 Kampala	1948 Kampalo
1949 Messina	1949 Messina
1950 Wempe	1950 Wempe
195 Eurykleia	195 Eŭriklio
Vesprimia	Veszprém (urbo)
1951 Lick	1951 Lick
Phthas	Ptaho
1952 Hesburgh	1952 Hesburgh
1953 Rupertwildt	1953 Rupertwildt
Reichenberga	Liberec
Pons (urbs)	Most
1954 Kukarkin	1954 Kukarkin
Rosenfeld	Rosenfeld
196 Philomela	196 Filomelo
1960 Guisan	1960 Guisan
1961 Dufour	1961 Dufour
1962 Dunant	1962 Dunant
1964 Luyten	1964 Luyten
1965 van de Kamp	1965 van de Kamp
1966 Tristan	1966 Tristano
1967 Menzel	1967 Menzel
1968 Mehltretter	1968 Mehltretter
1969 Alain	1969 Alain
197 Arete	197 Areto
1970 Sumeria	1970 Sumeria
Regio (taxinomia)	Domajno (biologio)
Ius criminale	Puna juro
1972 Yi Xing	1972 Yi Xing
Peregium	Berehove
Lijepa nasa domovino	Lijepa naša domovino
1979 Sakharov	1979 Sakharov
Solutio	Solvaĵo
Krzeszowice	Krzeszowice
198 Ampella	198 Ampelo
1980 Tezcatlipoca	1980 Teskatlipoko
1981 Midas	1981 Midaso
1984 Fedynskij	1984 Fedynskij
1985 Hopmann	1985 Hopmann
1986 Plaut	1986 Plaut
Solanum (genus)	Solano
1987 Kaplan	1987 Kaplan
Euphorbia	Eŭforbio
199 Byblis	199 Bibliso
1990 Pilcher	1990 Pilcher
1991 Darwin	1991 Darwin
1998 Titius	1998 Titius
Sander lucioperca	Sandro
Circulus magnus	Ĉefcirklo
200 Dynamene	200 Dinameno
Brixton	Brixton
Alphonsus Mucha	Alfons Mucha
Phu Quoc	Phu Quoc
2001 Einstein	2001 Einstein
2003 Harding	2003 Harding
2002 Euler	2002 Euler
Copti	Koptoj
2004 Lexell	2004 Lexell
2005 Hencke	2005 Hencke
Avena (genus)	Aveno
2006 Polonskaya	2006 Polonskaya
Aomori	Aomori (urbo)
2008 Konstitutsiya	2008 Konstitutsiya
Lingua Franca Nova	Nova Lingvafrankao
201 Penelope	201 Penelopo
2012 Guo Shou-Jing	2012 Guo Shou-Jing
2016 Heinemann	2016 Heinemann
2017 Wesson	2017 Wesson
Consonans bilabialis	Bilabialo
2018 Schuster	2018 Schuster
2019 van Albada	2019 van Albada
Cupressus	Cipreso
Thoth	Toto
Limes Romanus	Limeso (fortikaĵo)
2020 Ukko	2020 Ukko
2021 Poincaré	2021 Poincaré
2025 Nortia	2025 Nortio
2027 Shen Guo	2027 Shen Guo
2029 Binomi	2029 Binomi
Castellantia	Castellanza
203 Pompeja	203 Pompejo
2030 Belyaev	2030 Belyaev
2033 Basilea	2033 Basilea
2034 Bernoulli	2034 Bernoulli
2037 Tripaxeptalis	2037 Tripaxeptalis
2038 Bistro	2038 Bistro
2040 Chalonge	2040 Chalonge
204 Kallisto	204 Kalisto
Linguae Anatolicae	Anatola lingvaro
Magnesia ad Sipylum	Manisa
2041 Lancelot	2041 Lanceloto
Aurantium	Bigarado
